41840000,41859999,20000,Telenor Norge AS,TILDELT,Landmobile tjenester
41860000,41899999,40000,Telenor Norge AS,TILDELT,Landmobile tjenester
41900000,41999999,100000, ,LEDIG,Landmobile tjenester
42000000,42999999,1000000,Nasjonal kommunikasjonsmyndighet,BLOKKERT, 
43000000,43999999,1000000,Nasjonal kommunikasjonsmyndighet,BLOKKERT, 
44000000,44999999,1000000,Nasjonal kommunikasjonsmyndighet,BLOKKERT, 
45000000,45299999,300000,Telia Norge AS,TILDELT,Landmobile tjenester
45300000,45359999,60000, ,LEDIG,Landmobile tjenester
45360000,45369999,10000,Nasjonal kommunikasjonsmyndighet,BLOKKERT,Landmobile tjenester
45370000,45389999,20000,Erate Norway AS,TILDELT,Landmobile tjenester
45390000,45519999,130000,Telia Norge AS,TILDELT,Landmobile tjenester
45520000,45589999,70000,Lycamobile Norway Ltd,TILDELT,Landmobile tjenester
45590000,45599999,10000, ,LEDIG,Landmobile tjenester
45600000,45659999,60000,Telia Norge AS,TILDELT,Landmobile tjenester
45660000,45699999,40000,Telia Norge AS,TILDELT,Landmobile tjenester
45700000,45759999,60000,Telia Norge AS,TILDELT,Landmobile tjenester
45760000,45799999,40000,Telia Norge AS,TILDELT,Landmobile tjenester
45800000,45829999,30000,Telenor Norge AS,TILDELT,Landmobile tjenester
45830000,45849999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
45850000,45859999,10000,Telenor Norge AS,TILDELT,Landmobile tjenester
45860000,45869999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
45870000,45879999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
45880000,45899999,20000,Telenor Norge AS,TILDELT,Landmobile tjenester
45900000,45909999,10000, ,LEDIG,Landmobile tjenester
45910000,45919999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
45920000,45929999,10000,Lycamobile Norway Ltd,TILDELT,Landmobile tjenester
45930000,45949999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
45950000,45969999,20000, ,LEDIG,Landmobile tjenester
45970000,45979999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
45980000,46109999,130000, ,LEDIG,Landmobile tjenester
46110000,46169999,60000,Chili Mobil AS,TILDELT,Landmobile tjenester
46170000,46179999,10000,Telenor Norge AS,TILDELT,Landmobile tjenester
46180000,46199999,20000,Telenor Norge AS,TILDELT,Landmobile tjenester
46200000,46209999,10000,Telenor Norge AS,TILDELT,Landmobile tjenester
46210000,46279999,70000,Telia Norge AS,TILDELT,Landmobile tjenester
46280000,46299999,20000,Erate Norway AS,TILDELT,Landmobile tjenester
46300000,46329999,30000,Telia Norge AS,TILDELT,Landmobile tjenester
46330000,46339999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
46340000,46399999,60000,Telia Norge AS,TILDELT,Landmobile tjenester
46400000,46509999,110000,Telia Norge AS,TILDELT,Landmobile tjenester
46510000,46539999,30000,Ice Communication Norge AS,TILDELT,Landmobile tjenester
46540000,46549999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
46550000,46599999,50000,Telia Norge AS,TILDELT,Landmobile tjenester
46600000,46639999,40000,Telia Norge AS,TILDELT,Landmobile tjenester
46640000,46659999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
46660000,46679999,20000,Telenor Norge AS,TILDELT,Landmobile tjenester
46680000,46699999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
46700000,46709999,10000,Erate Norway AS,TILDELT,Landmobile tjenester
46710000,46729999,20000,Lycamobile Norway Ltd,TILDELT,Landmobile tjenester
46730000,46739999,10000, ,LEDIG,Landmobile tjenester
46740000,46749999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
46750000,46759999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
46760000,46779999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
46780000,46799999,20000,Telia Norge AS,TILDELT,Landmobile tjenester
46800000,46969999,170000,Telenor Norge AS,TILDELT,Landmobile tjenester
46970000,47129999,160000, ,LEDIG,Landmobile tjenester
47130000,47139999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
47140000,47179999,40000,Telia Norge AS,TILDELT,Landmobile tjenester
47180000,47199999,20000,Chili Mobil AS,TILDELT,Landmobile tjenester
47200000,47399999,200000,Telia Norge AS,TILDELT,Landmobile tjenester
47400000,47439999,40000, ,LEDIG,Landmobile tjenester
47440000,47449999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
47450000,47459999,10000,Telia Norge AS,TILDELT,Landmobile tjenester
47460000,47499999,40000,Telia Norge AS,TILDELT,Landmobile tjenester
